,Open,High,Low,Close,Volume,USDTHB,DXY,VIX
2026-02-27 12:00:00+00:00,5202.10009765625,5207.0,5199.60009765625,5204.2998046875,3699.0,31.06999969482422,97.73200225830078,20.57999992370605
2026-02-27 13:00:00+00:00,5204.5,5259.2998046875,5203.5,5240.7998046875,23821.0,31.049999237060547,97.83399963378906,21.06999969482422
2026-02-27 14:00:00+00:00,5240.7998046875,5254.2998046875,5230.60009765625,5240.89990234375,13563.0,31.030000686645508,97.78900146484376,21.3700008392334
2026-02-27 15:00:00+00:00,5240.7998046875,5265.0,5232.60009765625,5257.7998046875,17451.0,30.989999771118164,97.70999908447266,20.21999931335449
2026-02-27 16:00:00+00:00,5258.0,5276.60009765625,5240.60009765625,5246.89990234375,14051.0,31.030000686645508,97.6230010986328,20.15999984741211
2026-02-27 17:00:00+00:00,5247.10009765625,5254.5,5237.39990234375,5252.39990234375,9843.0,31.040000915527344,97.6439971923828,20.450000762939453
2026-02-27 18:00:00+00:00,5252.2001953125,5264.7998046875,5240.0,5263.0,8215.0,31.049999237060547,97.61699676513672,20.71999931335449
2026-02-27 19:00:00+00:00,5262.7998046875,5270.7998046875,5258.2001953125,5268.39990234375,4317.0,31.040000915527344,97.60800170898438,20.809999465942383
2026-02-27 20:00:00+00:00,5267.89990234375,5283.7998046875,5266.89990234375,5281.2998046875,5019.0,31.059999465942383,97.6510009765625,19.799999237060547
2026-02-27 21:00:00+00:00,5281.60009765625,5299.0,5247.89990234375,5247.89990234375,4487.0,31.0,97.63099670410156,19.850000381469727
2026-02-28 02:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-02-28 03:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-02-28 04:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-02-28 05:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-02-28 06:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-02-28 07:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-02-28 08:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-02-28 09:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-02-28 10:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 02:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 03:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 04:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 05:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 06:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 07:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 08:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 09:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 10:00:00+00:00,5247.89990234375,5247.89990234375,5247.89990234375,5247.89990234375,0.0,31.0,97.63099670410156,19.850000381469727
2026-03-01 23:00:00+00:00,5364.2001953125,5409.7001953125,5354.2998046875,5400.39990234375,10881.0,31.0,98.02200317382812,19.850000381469727
2026-03-02 00:00:00+00:00,5401.2998046875,5402.0,5353.89990234375,5360.60009765625,7620.0,31.21999931335449,97.9219970703125,19.850000381469727
2026-03-02 01:00:00+00:00,5360.5,5360.60009765625,5315.2998046875,5338.2998046875,12958.0,31.18000030517578,97.80599975585938,19.850000381469727
2026-03-02 02:00:00+00:00,5338.5,5364.89990234375,5329.2001953125,5358.7998046875,4640.0,31.21999931335449,97.83100128173828,19.850000381469727
2026-03-02 03:00:00+00:00,5358.7998046875,5379.5,5357.39990234375,5378.7001953125,3077.0,31.280000686645508,97.8290023803711,19.850000381469727
2026-03-02 04:00:00+00:00,5378.60009765625,5380.0,5358.39990234375,5369.7998046875,2620.0,31.31999969482422,97.87999725341795,19.850000381469727
2026-03-02 05:00:00+00:00,5368.2001953125,5380.0,5353.39990234375,5378.89990234375,3138.0,31.3799991607666,98.03299713134766,19.850000381469727
2026-03-02 06:00:00+00:00,5378.7998046875,5403.89990234375,5376.7001953125,5401.5,6073.0,31.3799991607666,98.25700378417967,19.850000381469727
2026-03-02 07:00:00+00:00,5401.7001953125,5434.10009765625,5398.89990234375,5423.0,10116.0,31.43000030517578,98.38400268554688,19.850000381469727
2026-03-02 08:00:00+00:00,5422.7998046875,5432.0,5406.2998046875,5408.89990234375,9458.0,31.420000076293945,98.37000274658205,24.3700008392334
2026-03-02 09:00:00+00:00,5409.10009765625,5418.39990234375,5400.0,5406.89990234375,6492.0,31.43000030517578,98.27400207519533,23.549999237060547
2026-03-02 10:00:00+00:00,5407.7998046875,5416.7998046875,5393.60009765625,5404.10009765625,7210.0,31.440000534057617,98.21299743652344,23.190000534057617
2026-03-02 11:00:00+00:00,5404.2001953125,5415.0,5386.0,5399.60009765625,5631.0,31.40999984741211,98.24199676513672,23.06999969482422
2026-03-02 12:00:00+00:00,5399.89990234375,5413.7001953125,5393.5,5412.39990234375,5779.0,31.51000022888184,98.47699737548828,23.600000381469727
2026-03-02 13:00:00+00:00,5412.2001953125,5432.2001953125,5396.7998046875,5409.7998046875,14541.0,31.459999084472656,98.53399658203124,23.549999237060547
2026-03-02 14:00:00+00:00,5409.0,5410.7998046875,5318.60009765625,5346.39990234375,31605.0,31.459999084472656,98.40499877929688,21.84000015258789
2026-03-02 15:00:00+00:00,5346.10009765625,5364.2998046875,5321.60009765625,5329.60009765625,15936.0,31.5,98.68299865722656,21.520000457763672
2026-03-02 16:00:00+00:00,5328.7001953125,5329.2998046875,5272.89990234375,5304.0,22017.0,31.43000030517578,98.59700012207033,21.020000457763672
